idade,pontuação,anos escolares,ganho de capital,perda de capital,horas semanais,renda,classe
49,125892,9,0,0,40, <=50K,1
67,236627,13,0,0,2, <=50K,1
19,311974,2,0,0,40, <=50K,1
43,220589,9,0,0,40, <=50K,1
36,245521,4,0,0,35, <=50K,1
63,30270,4,0,0,40, <=50K,1
51,186338,9,0,0,40, >50K,0
30,159773,13,0,0,45, >50K,0
46,187370,13,0,1504,40, <=50K,1
47,329144,9,4386,0,45, >50K,0
53,155963,13,0,0,30, <=50K,1
37,208358,9,0,0,40, >50K,0
61,199495,8,0,0,40, <=50K,1
23,433669,12,0,0,40, <=50K,1
38,112093,7,0,0,40, <=50K,1
51,197656,10,0,0,45, >50K,0
17,231439,7,0,0,30, <=50K,1
25,108542,13,0,0,35, <=50K,1
40,230478,12,0,0,30, <=50K,1
53,123011,9,0,0,40, >50K,0
26,187891,9,0,0,40, <=50K,1
41,29591,9,0,0,30, <=50K,1
42,117227,14,0,0,45, <=50K,1
50,98980,13,7298,0,40, >50K,0
42,225193,9,0,0,40, <=50K,1
24,214014,9,0,0,40, <=50K,1
27,204773,12,0,0,40, <=50K,1
33,173495,9,0,0,50, <=50K,1
17,130795,6,0,0,20, <=50K,1
39,194287,4,0,1602,35, <=50K,1
51,311569,9,0,0,40, <=50K,1
29,229729,9,0,0,40, <=50K,1
36,84848,9,0,0,16, <=50K,1
41,38397,9,0,0,40, <=50K,1
21,171156,10,0,0,35, <=50K,1
34,90705,10,0,1485,40, <=50K,1
31,182177,9,0,1902,40, >50K,0
48,273828,3,0,0,40, <=50K,1
28,30912,9,0,0,40, <=50K,1
27,153546,11,0,0,36, >50K,0
51,163671,13,0,1902,40, <=50K,1
27,183511,9,0,0,40, <=50K,1
29,95108,9,0,0,40, <=50K,1
54,182854,9,0,0,45, <=50K,1
56,220187,10,0,0,45, >50K,0
57,139290,9,0,0,38, <=50K,1
37,215419,12,0,0,25, <=50K,1
31,56026,9,0,0,40, <=50K,1
70,236055,4,0,0,35, <=50K,1
20,84726,10,0,0,40, <=50K,1
46,315423,10,0,2042,50, <=50K,1
32,187901,11,0,0,23, <=50K,1
23,197200,13,0,0,60, <=50K,1
54,206964,10,0,0,40, >50K,0
72,144515,16,0,1258,40, <=50K,1
56,60166,2,0,0,65, <=50K,1
20,462294,10,0,0,40, <=50K,1
26,200639,10,0,0,40, <=50K,1
17,147069,6,0,0,16, <=50K,1
48,174533,7,0,0,40, <=50K,1
41,95708,14,0,0,45, >50K,0
33,175502,13,0,0,60, <=50K,1
58,154537,9,0,0,20, >50K,0
45,311671,11,3908,0,40, <=50K,1
19,134974,10,0,0,20, <=50K,1
41,310255,9,0,0,40, <=50K,1
50,343847,9,0,0,38, >50K,0
26,213258,9,0,0,65, <=50K,1
28,237466,10,0,0,30, >50K,0
31,145791,11,0,0,40, <=50K,1
28,330466,13,0,0,40, <=50K,1
32,199046,11,0,0,2, <=50K,1
37,239409,14,0,0,60, >50K,0
62,159908,13,0,1258,38, <=50K,1
38,186191,9,0,0,55, <=50K,1
19,39460,9,0,0,60, <=50K,1
34,103371,11,0,0,40, <=50K,1
29,274010,10,0,0,45, <=50K,1
40,195892,10,0,0,40, <=50K,1
43,188436,15,0,0,40, <=50K,1
26,388812,10,0,0,35, <=50K,1
44,98779,6,4386,0,60, <=50K,1
27,141795,10,0,0,30, <=50K,1
44,191982,10,0,0,10, <=50K,1
23,67958,10,0,0,30, <=50K,1
35,31095,11,0,0,60, <=50K,1
20,104443,10,0,0,20, <=50K,1
48,76017,9,0,0,25, <=50K,1
29,57596,10,0,0,40, <=50K,1
37,49115,14,0,0,60, >50K,0
34,134737,13,0,0,40, >50K,0
39,171482,13,0,0,40, >50K,0
37,359131,9,0,0,48, <=50K,1
51,155403,9,0,0,40, <=50K,1
32,420895,9,0,0,40, <=50K,1
31,47296,10,0,1740,20, <=50K,1
65,93318,10,0,0,45, <=50K,1
35,197365,9,0,0,40, <=50K,1
33,323619,10,0,0,40, <=50K,1
53,196278,10,0,0,40, <=50K,1
19,141868,9,0,0,40, <=50K,1
43,233851,9,0,0,40, >50K,0
39,96452,14,0,0,55, >50K,0
46,176814,15,99999,0,50, >50K,0
48,185143,14,0,0,40, <=50K,1
31,118551,5,0,0,40, <=50K,1
45,60267,9,0,0,38, <=50K,1
19,140590,8,0,0,30, <=50K,1
45,38950,13,0,0,40, <=50K,1
23,121471,13,0,0,40, <=50K,1
52,117295,2,0,0,50, >50K,0
37,167777,9,0,0,52, <=50K,1
47,316101,9,0,0,40, <=50K,1
30,203277,9,0,0,60, >50K,0
23,347292,9,0,0,40, <=50K,1
19,264390,10,0,2001,40, <=50K,1
34,381153,9,0,0,40, <=50K,1
37,233571,11,0,0,37, >50K,0
31,113688,9,0,0,40, <=50K,1
59,131869,9,0,0,35, <=50K,1
25,272428,9,4416,0,42, <=50K,1
25,109526,9,0,0,38, <=50K,1
82,132870,9,0,4356,18, <=50K,1
19,148955,10,0,0,35, <=50K,1
50,201882,14,0,0,30, <=50K,1
65,90907,3,0,0,40, <=50K,1
25,210278,13,0,0,30, <=50K,1
36,297449,13,14084,0,40, >50K,0
42,259643,14,4650,0,40, <=50K,1
55,177163,14,914,0,50, <=50K,1
33,296282,9,0,0,40, <=50K,1
36,460437,5,0,0,40, <=50K,1
22,122272,9,0,0,40, <=50K,1
20,130840,6,0,0,40, <=50K,1
66,196674,13,0,0,15, >50K,0
60,56248,9,0,1485,70, >50K,0
34,120461,10,0,0,50, <=50K,1
17,175587,7,0,0,30, <=50K,1
45,106113,10,0,0,40, >50K,0
62,122246,10,8614,0,39, >50K,0
42,248476,10,0,0,65, >50K,0
55,213615,9,0,0,40, >50K,0
32,165226,9,0,0,40, <=50K,1
34,157747,10,7298,0,40, >50K,0
21,118657,9,0,0,40, <=50K,1
42,156526,10,0,0,33, <=50K,1
80,29020,15,10605,0,10, >50K,0
25,169124,13,0,0,40, <=50K,1
73,233882,9,0,2457,40, <=50K,1
43,160369,6,0,0,25, <=50K,1
17,195505,6,0,0,5, <=50K,1
50,123429,13,0,0,45, >50K,0
33,388741,10,0,0,38, <=50K,1
30,152453,7,0,0,40, <=50K,1
35,110188,13,0,0,40, <=50K,1
42,192569,15,0,0,39, >50K,0
30,154950,13,0,0,72, >50K,0
56,83196,9,0,0,50, <=50K,1
29,37933,13,0,0,40, <=50K,1
68,40956,13,0,0,25, <=50K,1
28,201099,9,0,0,40, <=50K,1
27,111900,10,0,0,40, <=50K,1
60,349898,9,0,0,44, <=50K,1
47,363418,10,0,0,70, >50K,0
30,44566,13,0,0,40, <=50K,1
65,28367,9,0,0,55, <=50K,1
24,112706,11,0,0,40, <=50K,1
90,87285,9,0,0,24, <=50K,1
35,491000,11,0,0,40, <=50K,1
30,178255,13,0,0,70, <=50K,1
45,187730,13,0,0,40, <=50K,1
17,146268,6,0,0,10, <=50K,1
48,175653,12,14084,0,40, >50K,0
44,124692,9,0,1902,40, >50K,0
47,302711,7,0,0,40, <=50K,1
43,114043,10,0,0,40, <=50K,1
17,218361,6,0,1602,12, <=50K,1
44,169397,9,0,0,40, >50K,0
47,219632,3,0,0,40, <=50K,1
35,60269,9,0,0,60, <=50K,1
28,328949,15,0,0,60, <=50K,1
90,175444,4,0,0,15, <=50K,1
42,97688,10,5178,0,40, >50K,0
41,104892,10,2829,0,40, <=50K,1
17,70868,7,0,0,16, <=50K,1
35,62333,13,0,0,40, <=50K,1
49,225124,9,0,0,40, <=50K,1
31,162572,13,0,0,40, <=50K,1
30,165235,13,0,0,40, >50K,0
38,165799,10,0,0,12, <=50K,1
32,184833,6,0,0,40, <=50K,1
19,135162,10,0,0,10, <=50K,1
20,375698,10,0,0,15, <=50K,1
51,130667,9,0,0,6, <=50K,1
39,206253,13,0,0,40, <=50K,1
19,277974,10,0,0,35, <=50K,1
53,195638,9,0,0,40, <=50K,1
38,203763,9,0,0,40, <=50K,1
38,102350,10,0,0,40, <=50K,1
18,25828,7,0,0,16, <=50K,1
43,195258,9,0,0,40, >50K,0
28,373698,8,0,0,45, <=50K,1
42,165916,13,0,0,45, <=50K,1
43,308498,9,0,0,40, <=50K,1
40,39581,15,0,0,40, <=50K,1
47,97419,13,0,0,40, <=50K,1
40,198270,10,0,0,40, <=50K,1
32,158416,9,0,0,50, <=50K,1
32,317660,9,7688,0,40, >50K,0
29,132686,15,0,0,50, >50K,0
48,102102,11,0,0,50, >50K,0
63,38352,9,0,0,40, <=50K,1
28,50814,9,0,0,40, <=50K,1
26,177720,12,0,0,45, <=50K,1
43,247981,9,5455,0,50, <=50K,1
36,202950,13,0,0,50, <=50K,1
40,103789,12,0,0,32, <=50K,1
39,318416,6,0,0,12, <=50K,1
36,267556,9,4064,0,40, <=50K,1
32,159589,9,0,0,50, <=50K,1
38,269323,9,0,0,40, >50K,0
42,108183,14,0,1902,40, >50K,0
60,224377,9,0,0,40, <=50K,1
45,138626,10,0,1876,50, <=50K,1
64,165667,16,7688,0,60, >50K,0
24,175586,9,0,0,40, <=50K,1
29,211482,13,0,0,40, <=50K,1
50,34233,9,0,0,50, <=50K,1
61,120939,15,0,0,5, >50K,0
20,219835,10,0,0,30, <=50K,1
48,125933,10,0,1669,38, <=50K,1
23,186666,10,0,0,40, <=50K,1
48,174829,12,0,0,40, <=50K,1
57,124507,13,0,0,55, >50K,0
32,342458,13,0,0,40, <=50K,1
56,117148,4,0,0,40, <=50K,1
30,243190,15,0,0,20, >50K,0
48,199763,10,0,0,20, <=50K,1
31,255004,13,0,1741,38, <=50K,1
50,200960,10,0,0,50, <=50K,1
28,76714,15,0,0,55, >50K,0
23,399022,9,0,0,35, <=50K,1
41,277390,13,0,0,30, >50K,0
19,302945,10,0,0,10, <=50K,1
32,313835,14,0,0,40, >50K,0
18,192409,8,0,0,25, <=50K,1
52,370552,1,0,0,40, <=50K,1
30,382368,9,0,0,40, <=50K,1
20,432052,10,0,0,15, <=50K,1
27,168138,9,0,0,40, <=50K,1
19,268392,9,0,0,30, <=50K,1
36,214604,13,0,0,42, >50K,0
39,24106,10,0,0,40, >50K,0
60,198727,9,0,0,30, <=50K,1
71,152307,9,0,2377,45, >50K,0
41,170924,14,0,0,40, <=50K,1
59,308118,12,0,0,40, >50K,0
35,340110,10,0,0,50, >50K,0
28,118861,6,0,0,48, <=50K,1
48,307440,13,0,0,45, >50K,0
44,136986,14,15024,0,35, >50K,0
32,213887,10,0,0,45, <=50K,1
28,269786,9,0,0,40, <=50K,1
74,209454,3,0,0,40, <=50K,1
40,97688,10,0,0,48, >50K,0
25,169990,9,0,0,40, <=50K,1
51,162944,9,0,0,40, <=50K,1
43,198965,14,0,0,40, >50K,0
27,85918,13,0,0,68, <=50K,1
50,276241,13,0,0,40, >50K,0
66,212759,13,6767,0,20, <=50K,1
52,187356,6,0,0,41, <=50K,1
49,104455,13,0,0,40, <=50K,1
47,427055,10,0,0,45, <=50K,1
64,341695,10,0,0,40, >50K,0
68,136218,9,0,0,15, <=50K,1
38,300975,14,0,1485,40, <=50K,1
37,190759,10,0,0,60, >50K,0
70,143833,10,0,2246,40, >50K,0
45,123088,9,0,0,50, <=50K,1
34,160216,13,0,0,55, >50K,0
57,143910,13,0,0,40, <=50K,1
31,50442,10,0,0,32, <=50K,1
32,348460,11,0,0,50, <=50K,1
65,95303,9,0,0,40, >50K,0
39,301867,13,0,0,24, <=50K,1
36,152621,10,0,0,40, >50K,0
19,73009,10,0,0,15, <=50K,1
64,180401,6,0,0,40, >50K,0
45,271962,13,0,0,40, <=50K,1
50,260579,9,0,0,40, <=50K,1
30,333119,10,0,0,40, <=50K,1
29,176760,15,0,0,55, <=50K,1
43,247162,12,0,0,40, <=50K,1
49,72619,10,0,0,50, <=50K,1
53,103950,14,0,0,40, <=50K,1
60,163946,5,0,0,40, <=50K,1
33,99309,9,0,0,50, <=50K,1
47,168109,9,15024,0,50, >50K,0
37,324019,12,0,0,40, <=50K,1
22,100345,9,0,0,43, <=50K,1
50,187830,13,0,0,50, >50K,0
27,60374,9,0,1594,26, <=50K,1
44,121130,9,0,0,40, <=50K,1
20,145917,10,0,0,15, <=50K,1
56,132026,13,7688,0,45, >50K,0
68,166083,9,0,0,40, >50K,0
49,186078,14,0,0,50, >50K,0
17,154908,6,0,0,10, <=50K,1
46,154083,14,0,0,25, <=50K,1
27,311446,9,5178,0,40, >50K,0
44,208528,12,0,0,30, <=50K,1
19,517036,9,0,0,40, <=50K,1
38,102945,13,0,0,52, >50K,0
43,143583,6,0,0,40, <=50K,1
57,24127,13,0,0,8, <=50K,1
26,102476,13,0,0,40, <=50K,1
45,240841,14,0,0,40, <=50K,1
29,213842,10,0,0,40, <=50K,1
40,261497,9,0,0,35, <=50K,1
20,187158,10,0,0,15, <=50K,1
30,138744,9,0,0,40, <=50K,1
67,81761,9,0,0,20, <=50K,1
39,177075,9,0,0,40, <=50K,1
58,187067,13,0,0,62, <=50K,1
50,104501,9,0,0,40, >50K,0
17,198124,7,0,0,20, <=50K,1
58,29928,10,0,0,36, <=50K,1
43,158528,9,0,0,40, >50K,0
37,99452,10,0,0,55, >50K,0
49,340755,14,0,0,40, >50K,0
38,60313,9,0,0,40, <=50K,1
30,183000,14,0,0,45, <=50K,1
47,242552,10,0,0,40, <=50K,1
57,96346,9,0,0,57, <=50K,1
38,229236,9,0,0,40, <=50K,1
66,260111,10,0,0,40, >50K,0
34,376979,5,0,0,40, <=50K,1
40,115161,9,0,0,30, <=50K,1
45,231013,13,0,0,40, <=50K,1
26,239303,13,0,0,50, <=50K,1
50,341797,9,0,0,40, <=50K,1
18,195372,7,0,0,20, <=50K,1
19,104112,9,0,0,30, <=50K,1
22,88050,12,0,0,6, <=50K,1
30,213722,10,0,0,50, >50K,0
58,72812,6,0,0,40, <=50K,1
23,335067,13,0,0,50, <=50K,1
24,145964,13,0,0,40, >50K,0
34,181091,9,7688,0,40, >50K,0
42,157443,13,0,0,27, >50K,0
38,22042,11,0,0,39, <=50K,1
40,406811,10,0,0,40, >50K,0
27,249315,10,0,0,44, <=50K,1
48,189762,9,0,0,40, >50K,0
33,202046,13,0,2001,40, <=50K,1
51,521665,10,0,0,24, <=50K,1
41,112362,9,0,0,38, <=50K,1
25,203570,9,0,0,40, <=50K,1
30,299223,10,0,0,40, <=50K,1
54,217718,3,0,0,30, <=50K,1
30,112115,9,0,0,60, >50K,0
37,105044,10,0,0,42, >50K,0
30,356015,7,0,0,40, <=50K,1
62,271431,5,0,0,42, <=50K,1
42,277488,15,15024,0,65, >50K,0
54,378747,6,0,0,45, >50K,0
42,33521,12,0,0,45, >50K,0
40,112388,14,0,0,40, <=50K,1
28,328923,9,0,0,38, <=50K,1
22,406978,13,0,0,40, <=50K,1
54,145419,9,0,1672,50, <=50K,1
29,197932,9,0,0,40, >50K,0
36,164526,14,10520,0,45, >50K,0
18,138557,7,0,0,40, <=50K,1
40,220977,16,3103,0,40, >50K,0
44,367749,13,0,0,45, <=50K,1
57,300908,12,0,0,75, <=50K,1
47,337050,10,0,0,40, <=50K,1
20,287681,10,0,0,36, <=50K,1
65,160654,9,0,0,20, <=50K,1
25,132749,7,0,0,12, <=50K,1
34,226385,14,0,0,40, <=50K,1
32,61898,7,0,0,15, <=50K,1
45,192835,10,0,0,40, <=50K,1
38,51100,13,3325,0,40, <=50K,1
45,347321,9,0,0,40, <=50K,1
23,141003,9,0,0,60, <=50K,1
31,309974,13,0,0,40, <=50K,1
43,240698,13,0,0,40, >50K,0
39,327164,14,0,0,45, <=50K,1
33,170979,15,0,1887,40, >50K,0
32,79870,10,2597,0,40, <=50K,1
42,339346,14,0,0,25, <=50K,1
60,114060,10,0,0,40, <=50K,1
22,152878,9,0,0,40, <=50K,1
30,173854,9,0,0,60, <=50K,1
42,282062,5,0,0,40, <=50K,1
42,364832,4,0,0,40, <=50K,1
59,195835,4,0,0,40, <=50K,1
45,371886,13,0,0,46, <=50K,1
62,195343,16,15020,0,50, >50K,0
29,174645,7,0,0,52, <=50K,1
36,187847,13,7688,0,40, >50K,0
26,176077,10,0,0,40, <=50K,1
32,251612,3,0,0,45, <=50K,1
38,217349,11,14344,0,40, >50K,0
20,182200,9,0,0,30, <=50K,1
57,32694,14,0,0,50, >50K,0
32,430175,9,0,0,50, <=50K,1
32,231043,9,5178,0,48, >50K,0
36,321760,13,0,0,17, <=50K,1
31,182246,9,0,0,45, <=50K,1
33,331615,16,0,1848,40, >50K,0
48,102092,9,0,0,40, <=50K,1
41,253759,9,0,0,40, <=50K,1
21,186314,9,0,0,40, <=50K,1
45,217654,10,0,0,40, >50K,0
34,179673,15,7688,0,60, >50K,0
64,352712,11,0,0,55, <=50K,1
42,384236,14,7688,0,40, >50K,0
56,303090,10,0,0,50, <=50K,1
37,175643,9,0,0,30, <=50K,1
22,196280,10,0,0,20, <=50K,1
47,151087,9,0,0,40, <=50K,1
30,302149,13,0,0,40, <=50K,1
41,167106,13,3103,0,35, >50K,0
19,115248,10,0,0,40, <=50K,1
17,265657,7,0,0,25, <=50K,1
19,100790,9,0,0,40, <=50K,1
50,132716,9,0,0,40, >50K,0
34,118551,13,5178,0,25, >50K,0
36,247936,9,0,0,2, <=50K,1
48,102359,13,7298,0,60, >50K,0
47,208407,13,0,2002,30, <=50K,1
40,95639,9,0,0,40, <=50K,1
38,104089,11,0,0,40, <=50K,1
38,303817,10,0,0,40, <=50K,1
62,199193,9,0,0,25, <=50K,1
21,151158,10,0,0,25, <=50K,1
46,192779,12,0,2258,38, >50K,0
45,56904,13,5013,0,45, <=50K,1
68,194746,16,0,0,40, <=50K,1
17,32607,6,0,0,20, <=50K,1
37,286026,9,0,0,40, >50K,0
29,299705,10,0,0,37, <=50K,1
23,111450,8,0,0,38, <=50K,1
42,189956,13,0,0,30, <=50K,1
56,115439,10,0,0,60, <=50K,1
32,100135,13,0,0,32, <=50K,1
44,71269,10,0,0,50, <=50K,1
43,154210,9,2829,0,60, <=50K,1
29,289991,9,0,0,55, <=50K,1
50,57758,11,0,0,60, >50K,0
38,119177,13,0,0,40, >50K,0
23,117789,13,0,0,40, <=50K,1
67,197865,10,0,0,40, <=50K,1
49,170871,14,0,0,45, >50K,0
65,205309,9,0,0,24, <=50K,1
18,123856,7,0,0,49, <=50K,1
45,123283,9,0,0,15, <=50K,1
50,202296,11,0,0,40, <=50K,1
25,53147,13,0,0,50, <=50K,1
30,149531,10,0,0,40, <=50K,1
33,195891,10,0,0,45, <=50K,1
44,167280,13,0,0,40, <=50K,1
47,178309,5,0,0,50, <=50K,1
40,198953,12,0,0,2, <=50K,1
25,175370,10,0,0,40, <=50K,1
46,155664,10,0,0,40, <=50K,1
21,149637,10,0,0,40, <=50K,1
29,178649,9,0,0,20, <=50K,1
18,396270,9,0,0,25, <=50K,1
36,189382,9,0,0,40, >50K,0
26,245628,10,0,0,40, <=50K,1
33,178429,13,0,0,40, >50K,0
47,216657,9,0,0,60, <=50K,1
34,117392,14,0,0,40, <=50K,1
33,136331,9,0,0,50, <=50K,1
51,182985,9,0,0,40, <=50K,1
27,98769,13,0,0,45, <=50K,1
51,182740,9,0,0,40, <=50K,1
20,219211,10,0,0,20, <=50K,1
34,268051,10,0,0,25, <=50K,1
34,286689,14,4650,0,30, <=50K,1
52,210736,10,3103,0,55, >50K,0
67,105252,10,7978,0,35, <=50K,1
41,213019,11,0,0,38, >50K,0
28,175710,13,0,0,40, >50K,0
32,165949,13,0,1590,42, <=50K,1
59,229939,9,0,0,40, <=50K,1
20,34590,10,0,0,60, <=50K,1
30,303990,9,0,0,60, <=50K,1
45,33798,14,0,0,40, <=50K,1
45,209912,13,0,0,40, >50K,0
30,272669,10,0,0,40, <=50K,1
31,124827,11,0,0,40, >50K,0
49,160167,11,0,0,40, <=50K,1
45,214068,16,0,0,50, >50K,0
29,188675,10,0,0,40, >50K,0
54,53833,3,0,0,40, >50K,0
31,58624,9,0,0,40, <=50K,1
36,62346,9,0,0,40, <=50K,1
29,164607,9,0,0,40, <=50K,1
52,179951,15,0,0,40, <=50K,1
33,70164,13,0,0,60, <=50K,1
46,205100,11,0,0,48, >50K,0
36,63509,12,0,0,48, >50K,0
42,46366,9,0,0,40, <=50K,1
33,262439,9,0,0,35, >50K,0
32,158002,10,0,0,55, <=50K,1
34,141118,14,0,0,60, >50K,0
24,100321,10,0,0,48, <=50K,1
61,50483,4,0,0,56, <=50K,1
33,119628,16,0,0,50, <=50K,1
19,183589,10,0,0,25, <=50K,1
26,133373,10,0,0,42, <=50K,1
28,37359,11,99999,0,50, >50K,0
45,98765,9,0,0,40, <=50K,1
51,120781,15,99999,0,70, >50K,0
31,100734,16,0,0,28, <=50K,1
76,79445,6,1173,0,40, <=50K,1
19,163015,10,0,0,20, <=50K,1
51,127149,7,0,0,45, >50K,0
44,104892,10,0,0,58, >50K,0
42,192712,9,0,0,25, <=50K,1
55,145574,9,34095,0,60, <=50K,1
30,123397,10,0,0,30, <=50K,1
52,92968,14,15024,0,40, >50K,0
42,263871,9,0,0,8, <=50K,1
54,58898,10,0,1579,48, <=50K,1
50,131982,9,0,0,60, <=50K,1
48,353012,9,0,1902,40, >50K,0
25,338013,10,0,0,40, <=50K,1
37,97136,10,0,0,40, <=50K,1
46,276934,13,0,0,70, >50K,0
41,193524,9,0,1485,40, <=50K,1
40,242619,13,4650,0,40, <=50K,1
54,339667,9,0,0,41, <=50K,1
20,227491,9,0,0,25, <=50K,1
24,34506,9,0,0,40, <=50K,1
64,133166,9,0,0,5, <=50K,1
39,123945,9,0,0,40, >50K,0
20,256504,10,0,0,6, <=50K,1
31,115488,9,0,0,40, <=50K,1
20,369677,6,0,0,36, <=50K,1
28,190303,12,0,0,40, <=50K,1
51,86332,11,4064,0,55, <=50K,1
41,116797,9,7298,0,50, >50K,0
23,181557,9,0,0,25, <=50K,1
29,167737,9,0,0,50, <=50K,1
36,36270,9,0,1977,65, >50K,0
33,356015,9,0,0,35, <=50K,1
57,32365,10,0,0,40, <=50K,1
28,297735,15,0,0,90, <=50K,1
48,176732,5,0,0,40, <=50K,1
31,202729,9,0,0,40, >50K,0
44,134120,9,0,0,40, >50K,0
61,238611,4,0,0,38, <=50K,1
42,195124,9,0,0,60, <=50K,1
43,373403,11,0,0,40, <=50K,1
57,52267,14,0,0,50, >50K,0
42,82297,4,0,0,50, <=50K,1
43,214541,10,0,0,40, >50K,0
33,163003,13,0,0,40, <=50K,1
66,150726,5,1409,0,1, <=50K,1
23,238831,10,0,0,40, <=50K,1
43,273230,10,0,0,50, >50K,0
39,301568,10,0,0,40, <=50K,1
29,46987,9,0,0,55, <=50K,1
77,174887,10,0,0,6, <=50K,1
24,353696,10,0,0,20, <=50K,1
35,172475,13,2977,0,45, <=50K,1
36,182074,9,0,0,40, <=50K,1
72,303588,9,0,0,20, <=50K,1
55,169071,10,0,0,20, <=50K,1
75,92792,9,0,0,35, <=50K,1
22,362589,12,0,0,15, <=50K,1
41,322980,9,2354,0,40, <=50K,1
40,151038,13,0,0,40, <=50K,1
68,198554,10,0,0,20, <=50K,1
50,150941,9,0,0,44, <=50K,1
33,158688,10,0,0,40, <=50K,1
21,70261,10,0,0,30, <=50K,1
29,138190,9,0,1138,40, <=50K,1
60,235535,9,0,0,48, <=50K,1
47,102628,10,0,0,40, >50K,0
25,231016,14,4650,0,37, <=50K,1
43,247514,14,0,0,40, <=50K,1
38,255191,9,0,0,40, <=50K,1
53,181755,14,0,0,35, >50K,0
30,123397,9,0,0,40, <=50K,1
36,143123,15,0,0,50, >50K,0
48,93476,9,0,2001,40, <=50K,1
37,119929,9,0,0,40, <=50K,1
58,97634,3,0,0,40, <=50K,1
38,119177,9,0,0,55, >50K,0
20,334633,9,0,0,40, <=50K,1
23,166527,10,0,0,40, <=50K,1
41,100451,9,7688,0,38, >50K,0
28,201175,7,0,0,40, <=50K,1
45,183804,10,0,0,40, <=50K,1
43,152629,9,0,0,40, >50K,0
17,181317,6,0,0,35, <=50K,1
26,144483,11,594,0,35, <=50K,1
20,284317,10,0,0,35, <=50K,1
46,80057,9,0,0,40, >50K,0
49,191277,10,0,0,40, <=50K,1
19,258026,9,0,0,16, <=50K,1
23,203240,10,0,0,40, <=50K,1
35,183898,11,7298,0,50, >50K,0
90,153602,9,6767,0,40, <=50K,1
43,57322,12,0,0,40, <=50K,1
41,184378,9,0,0,40, <=50K,1
56,192325,10,0,0,20, <=50K,1
24,200295,10,0,0,40, <=50K,1
37,267085,10,0,0,40, <=50K,1
38,363395,10,0,0,40, <=50K,1
47,115813,12,0,0,57, <=50K,1
33,155475,9,0,0,40, <=50K,1
26,59367,13,0,0,40, <=50K,1
59,113959,9,0,0,45, >50K,0
69,199591,15,0,0,25, <=50K,1
32,402361,9,0,0,40, <=50K,1
29,166210,9,0,0,50, <=50K,1
47,26994,10,0,0,35, <=50K,1
76,152802,10,0,0,8, <=50K,1
90,175491,9,9386,0,50, >50K,0
42,51795,9,0,0,32, <=50K,1
38,177305,9,0,0,45, <=50K,1
20,235691,9,0,0,40, <=50K,1
39,277886,13,0,0,30, <=50K,1
53,89400,10,0,0,40, <=50K,1
19,357059,9,0,0,35, <=50K,1
51,104748,10,0,0,45, <=50K,1
33,224258,4,0,0,40, >50K,0
42,270721,13,0,0,32, <=50K,1
56,164332,9,0,0,15, <=50K,1
38,66326,9,0,0,99, <=50K,1
61,51170,9,0,0,55, <=50K,1
55,31728,10,0,0,40, >50K,0
25,180884,10,0,0,40, <=50K,1
21,232591,9,0,0,40, <=50K,1
19,175652,7,0,0,15, <=50K,1
53,167380,9,0,1740,50, <=50K,1
37,213008,11,0,0,40, <=50K,1
27,141545,9,0,1902,45, <=50K,1
35,31023,13,0,0,45, <=50K,1
45,27184,9,0,0,38, <=50K,1
32,239659,10,0,0,70, <=50K,1
17,127366,7,0,0,8, <=50K,1
40,274158,9,0,0,40, <=50K,1
32,217304,13,0,0,30, <=50K,1
46,31141,10,0,0,40, <=50K,1
42,306496,9,0,0,40, <=50K,1
34,278378,9,0,0,40, <=50K,1
26,126327,12,0,0,40, <=50K,1
28,392487,9,0,0,40, <=50K,1
57,170603,10,0,0,40, >50K,0
21,206008,10,0,0,50, <=50K,1
30,203488,10,0,0,40, >50K,0
27,132686,8,0,0,50, <=50K,1
34,122116,10,0,0,40, <=50K,1
43,349341,13,0,0,60, <=50K,1
26,151626,9,0,0,40, <=50K,1
44,317535,2,0,0,40, <=50K,1
43,111483,10,7298,0,40, >50K,0
40,321758,9,0,0,40, >50K,0
31,36302,13,0,0,50, <=50K,1
22,91842,10,0,0,42, <=50K,1
55,146477,10,0,0,45, <=50K,1
22,184756,10,0,0,30, <=50K,1
37,327120,10,0,0,30, <=50K,1
32,105938,9,0,1602,20, <=50K,1
38,112497,13,0,0,60, <=50K,1
23,154978,9,0,0,40, <=50K,1
27,173611,12,0,0,40, <=50K,1
18,174202,9,0,0,60, <=50K,1
62,134768,8,0,0,40, >50K,0
37,340599,7,0,0,40, <=50K,1
17,452406,7,0,0,15, <=50K,1
41,177599,13,0,0,35, <=50K,1
23,162593,13,0,0,40, <=50K,1
42,29320,13,0,0,40, <=50K,1
34,180284,10,0,0,40, >50K,0
60,352156,15,0,0,40, >50K,0
47,162302,9,0,0,20, <=50K,1
44,90688,9,0,0,45, <=50K,1
29,93662,10,0,0,24, <=50K,1
45,281565,9,0,0,50, <=50K,1
58,33309,9,0,0,80, <=50K,1
53,257940,9,2829,0,40, <=50K,1
47,157901,7,0,0,36, <=50K,1
31,129761,9,0,0,40, <=50K,1
60,146674,9,0,0,50, <=50K,1
22,184779,9,0,0,40, <=50K,1
50,116211,15,0,0,52, >50K,0
44,147265,10,0,0,40, >50K,0
46,165138,10,0,0,45, >50K,0
19,235849,9,0,0,35, <=50K,1
43,142030,9,0,0,40, <=50K,1
